,Close
0,19.80699920654297
1,23.26685905456543
2,31.66668128967285
3,35.01342010498047
4,27.660032272338867
5,31.195316314697266
6,37.70965576171875
7,40.78300094604492
8,44.026031494140625
9,47.646156311035156
10,43.073856353759766
11,39.83082580566406
12,41.79172897338867
13,47.00508117675781
14,53.51000213623047
15,50.766624450683594
16,52.774662017822266
17,49.29595184326172
18,42.875877380371094
19,34.824867248535156
20,33.608726501464844
21,28.53678321838379
22,29.234411239624023
23,29.1778507232666
24,24.746965408325195
25,26.076231002807617
26,19.580738067626953
27,13.86772632598877
28,13.047542572021484
29,11.689993858337402
30,8.39982795715332
31,8.098148345947266
32,3.7332568168640137
33,2.356853485107422
34,4.770272731781006
35,8.003873825073242
36,5.6847310066223145
37,9.559398651123047
38,5.618739604949951
39,7.287392616271973
40,5.3453450202941895
41,2.6868131160736084
42,2.385136365890503
43,3.5729901790618896
44,2.4322726726531982
45,2.2908620834350586
46,2.762232780456543
47,3.2053210735321045
48,4.4308857917785645
49,2.884788751602173
50,3.478715658187866
51,4.562869548797607
52,5.005957126617432
53,6.910294532775879
54,6.929150104522705
55,6.665183067321777
56,8.324406623840332
57,8.11700439453125
58,10.228743553161621
59,8.522382736206055
60,8.720359802246094
61,11.114921569824219
62,10.52099323272705
63,9.436842918395996
64,9.351993560791016
65,8.11700439453125
66,8.21127986907959
67,8.569519996643066
68,8.578948020935059
69,8.39982795715332
70,5.8827056884765625
71,5.269925117492676
72,5.185077667236328
73,5.439617156982422
74,4.449738502502441
75,4.779699325561523
76,7.9567365646362305
77,6.985713958740234
78,7.155406951904297
79,9.672527313232422
80,12.463041305541992
81,12.566744804382324
82,10.803814888000488
83,10.0496244430542
84,9.861077308654785
85,11.482589721679688
86,12.151938438415527
87,12.727009773254395
88,13.462347984313965
89,12.661017417907715
90,15.998323440551758
91,15.932332038879395
92,16.5639705657959
93,15.479814529418945
94,18.242046356201172
95,15.234702110290527
96,17.87437629699707
97,20.712024688720703
98,22.135570526123047
99,23.80422019958496
100,31.628976821899414
101,34.81543731689453
102,34.504337310791016
103,33.06194305419922
104,37.86049270629883
105,40.50016403198242
106,36.6254997253418
107,36.74669647216797
108,33.53325653076172
109,39.081172943115234
110,45.98234176635742
111,50.81461715698242
112,46.50345993041992
113,45.385414123535156
114,50.110557556152344
115,45.8476448059082
116,40.30952453613281
117,37.99769592285156
118,38.1499137878418
119,37.084381103515625
120,37.027862548828125
121,44.07488250732422
122,39.3450813293457
123,40.471588134765625
124,37.2606315612793
125,39.18146896362305
126,39.29795837402344
127,33.241790771484375
128,30.577856063842773
129,27.206567764282227
130,34.1163330078125
131,34.8851432800293
132,35.288368225097656
133,39.13432312011719
134,44.76350021362305
135,45.11809158325195
136,42.7602424621582
137,44.79921340942383
138,40.9668083190918
139,41.276729583740234
140,46.884246826171875
141,48.8389778137207
142,48.955448150634766
143,43.42321014404297
144,46.18577194213867
145,45.5341682434082
146,49.10337829589844
147,50.711875915527344
149,52.87563705444336
150,50.74103927612305
151,41.92288589477539
152,42.51856994628906
153,37.15617370605469
154,38.70271301269531
155,39.622802734375
156,40.56038284301758
157,34.42676544189453
158,39.41216278076172
159,31.599044799804688
160,35.2008056640625
161,35.06303787231445
162,31.33982276916504
163,33.72780227661133
164,26.869754791259766
165,32.271446228027344
166,30.193246841430664
167,26.03685188293457
168,26.78388023376465
169,29.852554321289062
